id,category,context,prefix,blanks_before,middle_hint,blanks_after,suffix,answer,choices
411,reported_speech,The job fair will include several companies from overseas.,I,4,the new policy,3,this semester.,need to know whether will affect us,know|to|do|will|affect|it|need|whether|us
412,indirect_question,The apartment complex is adding new security cameras this month.,Can you,3,the lecture hall,3,today?,figure out why was so crowded,was|why|out|so|figure|never|crowded|still
413,suggestion,We should check out that new restaurant this afternoon.,We,3,community groups,3,right now.,should ask which need more volunteers,really|should|need|which|volunteers|more|can|ask
414,reported_speech,The apartment complex is adding new security cameras this month.,The advisor,3,my research topic,3,.,asked me how had changed recently,rather|recently|changed|how|had|me|never|asked
415,indirect_question,A lot of students seem nervous about the final presentation.,Do you,2,the travel fair,2,?,remember when opens tomorrow,opens|tomorrow|know|when|is|remember
416,statement,A lot of students seem nervous about the final presentation.,I,4,the restaurant,2,last week.,was glad to hear finally reopened,to|finally|hear|glad|it|was|always|reopened
417,indirect_question,Our professor recommended a few good sources for the paper.,Could you,3,seminar session,4,?,tell me which was the most popular,which|the|popular|most|me|still|tell|quite|was
418,statement,That jazz concert last Friday was really amazing.,They,4,the website,2,.,still haven't explained why crashed yesterday,explained|still|crashed|probably|yesterday|why|is|haven't
419,indirect_question,Some people were confused by the updated registration process.,Have you,2,the documentary,2,?,decided how will begin,how|decided|will|probably|begin|when
420,reported_speech,The club plans to organize another charity event this semester.,The manager,4,our team,3,today.,wants to see whether can finish early,wants|even|early|when|can|finish|whether|to|see
421,reported_speech,Our professor recommended a few good sources for the paper.,I,4,the new policy,3,this semester.,need to know whether will affect us,to|they|need|us|affect|know|when|will|whether
422,indirect_question,Our professor recommended a few good sources for the paper.,Can you,3,the lecture hall,3,today?,figure out why was so crowded,out|figure|was|why|when|crowded|they|so
423,suggestion,Didn't you tell me you lost that document?,We,3,community groups,3,right now.,should ask which need more volunteers,should|need|actually|you|ask|which|volunteers|more
424,reported_speech,That jazz concert last Friday was really amazing.,The advisor,3,my research topic,3,.,asked me how had changed recently,recently|asked|me|how|had|when|changed|rather
425,indirect_question,Some people were confused by the updated registration process.,Do you,2,the travel fair,2,?,remember when opens tomorrow,still|really|opens|remember|when|tomorrow
426,statement,Didn't you tell me you lost that document?,I,4,the restaurant,2,last week.,was glad to hear finally reopened,finally|hear|was|glad|quite|reopened|how|to
427,indirect_question,Didn't you tell me you lost that document?,Could you,3,seminar session,4,?,tell me which was the most popular,the|how|which|me|will|was|popular|most|tell
428,statement,My next project will be a documentary film about an influential leader.,They,4,the website,2,.,still haven't explained why crashed yesterday,when|explained|haven't|why|still|can|yesterday|crashed
429,indirect_question,The manager asked everyone to arrive a little earlier tomorrow.,Have you,2,the documentary,2,?,decided how will begin,probably|begin|can|how|will|decided
430,reported_speech,My next project will be a documentary film about an influential leader.,The manager,4,our team,3,today.,wants to see whether can finish early,it|wants|can|see|to|why|early|whether|finish
431,reported_speech,Have you bought any of Zyon Incorporated's stock?,I,4,the new policy,3,this semester.,need to know whether will affect us,affect|even|will|know|us|need|whether|to|how
432,indirect_question,I'm looking for winter volunteer opportunities.,Can you,3,the lecture hall,3,today?,figure out why was so crowded,you|crowded|even|out|was|why|figure|so
433,suggestion,The manager asked everyone to arrive a little earlier tomorrow.,We,3,community groups,3,right now.,should ask which need more volunteers,you|ask|should|which|volunteers|probably|need|more
434,reported_speech,Some people were confused by the updated registration process.,The advisor,3,my research topic,3,.,asked me how had changed recently,asked|recently|how|had|even|changed|just|me
435,indirect_question,Have you bought any of Zyon Incorporated's stock?,Do you,2,the travel fair,2,?,remember when opens tomorrow,remember|tomorrow|just|rather|opens|when
436,statement,Didn't you tell me you lost that document?,I,4,the restaurant,2,last week.,was glad to hear finally reopened,hear|glad|to|how|was|reopened|finally|they
437,indirect_question,The apartment complex is adding new security cameras this month.,Could you,3,seminar session,4,?,tell me which was the most popular,the|popular|me|just|it|which|most|tell|was
438,statement,The job fair will include several companies from overseas.,They,4,the website,2,.,still haven't explained why crashed yesterday,yesterday|never|haven't|why|how|explained|crashed|still
439,indirect_question,The public speaking seminar had many different sessions.,Have you,2,the documentary,2,?,decided how will begin,how|actually|begin|decided|it|will
440,reported_speech,The job fair will include several companies from overseas.,The manager,4,our team,3,today.,wants to see whether can finish early,can|see|wants|will|really|early|finish|whether|to
441,reported_speech,The job fair will include several companies from overseas.,I,4,the new policy,3,this semester.,need to know whether will affect us,whether|know|will|need|when|how|affect|to|us
442,indirect_question,We should check out that new restaurant this afternoon.,Can you,3,the lecture hall,3,today?,figure out why was so crowded,out|was|crowded|figure|so|probably|already|why
443,suggestion,Why did you move to this neighborhood?,We,3,community groups,3,right now.,should ask which need more volunteers,more|ask|should|which|did|need|volunteers|do
444,reported_speech,That jazz concert last Friday was really amazing.,The advisor,3,my research topic,3,.,asked me how had changed recently,really|had|how|asked|changed|recently|can|me
445,indirect_question,A lot of students seem nervous about the final presentation.,Do you,2,the travel fair,2,?,remember when opens tomorrow,tomorrow|are|when|remember|still|opens
446,statement,The travel fair had several booths about study-abroad programs.,I,4,the restaurant,2,last week.,was glad to hear finally reopened,to|do|know|reopened|finally|glad|hear|was
447,indirect_question,The job fair will include several companies from overseas.,Could you,3,seminar session,4,?,tell me which was the most popular,me|was|always|tell|it|popular|most|the|which
448,statement,That jazz concert last Friday was really amazing.,They,4,the website,2,.,still haven't explained why crashed yesterday,why|haven't|yesterday|explained|still|really|crashed|probably
449,indirect_question,Didn't you tell me you lost that document?,Have you,2,the documentary,2,?,decided how will begin,begin|will|decided|it|how|did
450,reported_speech,The website redesign has caused a few unexpected issues.,The manager,4,our team,3,today.,wants to see whether can finish early,actually|early|quite|whether|wants|can|finish|see|to
451,reported_speech,The public speaking seminar had many different sessions.,I,4,the new policy,3,this semester.,need to know whether will affect us,need|know|us|whether|already|affect|why|to|will
452,indirect_question,I'm looking for winter volunteer opportunities.,Can you,3,the lecture hall,3,today?,figure out why was so crowded,crowded|out|it|know|so|why|figure|was
453,suggestion,I heard the museum will extend its hours during the festival.,We,3,community groups,3,right now.,should ask which need more volunteers,should|need|is|which|ask|never|volunteers|more
454,reported_speech,I saw a few complaints about problems with the payment page.,The advisor,3,my research topic,3,.,asked me how had changed recently,changed|asked|recently|how|never|me|really|had
455,indirect_question,The manager asked everyone to arrive a little earlier tomorrow.,Do you,2,the travel fair,2,?,remember when opens tomorrow,is|remember|when|was|opens|tomorrow
456,statement,I saw a few complaints about problems with the payment page.,I,4,the restaurant,2,last week.,was glad to hear finally reopened,reopened|was|hear|finally|they|to|it|glad
457,indirect_question,Have you bought any of Zyon Incorporated's stock?,Could you,3,seminar session,4,?,tell me which was the most popular,was|most|which|can|me|the|really|popular|tell
458,statement,The job fair will include several companies from overseas.,They,4,the website,2,.,still haven't explained why crashed yesterday,yesterday|crashed|still|will|haven't|why|are|explained
459,indirect_question,Some people were confused by the updated registration process.,Have you,2,the documentary,2,?,decided how will begin,how|already|are|decided|will|begin
460,reported_speech,The website redesign has caused a few unexpected issues.,The manager,4,our team,3,today.,wants to see whether can finish early,wants|early|know|can|finish|to|whether|see|even
461,reported_speech,A lot of students seem nervous about the final presentation.,I,4,the new policy,3,this semester.,need to know whether will affect us,just|will|us|to|affect|know|need|whether|probably
462,indirect_question,Some people were confused by the updated registration process.,Can you,3,the lecture hall,3,today?,figure out why was so crowded,rather|out|so|why|crowded|figure|was|do
463,suggestion,Why did you move to this neighborhood?,We,3,community groups,3,right now.,should ask which need more volunteers,ask|should|more|can|will|volunteers|need|which
464,reported_speech,Some people were confused by the updated registration process.,The advisor,3,my research topic,3,.,asked me how had changed recently,asked|recently|me|quite|how|do|changed|had
465,indirect_question,The website redesign has caused a few unexpected issues.,Do you,2,the travel fair,2,?,remember when opens tomorrow,really|opens|remember|are|tomorrow|when
466,statement,Some people were confused by the updated registration process.,I,4,the restaurant,2,last week.,was glad to hear finally reopened,finally|was|quite|to|reopened|it|glad|hear
467,indirect_question,My next project will be a documentary film about an influential leader.,Could you,3,seminar session,4,?,tell me which was the most popular,the|tell|which|never|popular|was|most|did|me
468,statement,Our professor recommended a few good sources for the paper.,They,4,the website,2,.,still haven't explained why crashed yesterday,why|explained|quite|really|yesterday|crashed|haven't|still
469,indirect_question,The club plans to organize another charity event this semester.,Have you,2,the documentary,2,?,decided how will begin,decided|begin|maybe|probably|will|how
470,reported_speech,The website redesign has caused a few unexpected issues.,The manager,4,our team,3,today.,wants to see whether can finish early,see|early|finish|you|whether|to|it|can|wants
471,reported_speech,My next project will be a documentary film about an influential leader.,I,4,the new policy,3,this semester.,need to know whether will affect us,whether|to|need|did|us|affect|will|they|know
472,indirect_question,The apartment complex is adding new security cameras this month.,Can you,3,the lecture hall,3,today?,figure out why was so crowded,so|why|figure|they|crowded|was|you|out
473,suggestion,Didn't you tell me you lost that document?,We,3,community groups,3,right now.,should ask which need more volunteers,which|volunteers|need|should|more|ask|it|are
474,reported_speech,The website redesign has caused a few unexpected issues.,The advisor,3,my research topic,3,.,asked me how had changed recently,recently|changed|how|you|probably|had|asked|me
475,indirect_question,Some people were confused by the updated registration process.,Do you,2,the travel fair,2,?,remember when opens tomorrow,opens|when|rather|tomorrow|did|remember
476,statement,The travel fair had several booths about study-abroad programs.,I,4,the restaurant,2,last week.,was glad to hear finally reopened,reopened|finally|was|rather|to|you|hear|glad
477,indirect_question,The public speaking seminar had many different sessions.,Could you,3,seminar session,4,?,tell me which was the most popular,will|was|which|they|most|tell|me|the|popular
478,statement,The travel fair had several booths about study-abroad programs.,They,4,the website,2,.,still haven't explained why crashed yesterday,crashed|just|it|haven't|still|explained|why|yesterday
479,indirect_question,Why did you move to this neighborhood?,Have you,2,the documentary,2,?,decided how will begin,decided|how|begin|did|will|can
480,reported_speech,Didn't you tell me you lost that document?,The manager,4,our team,3,today.,wants to see whether can finish early,wants|finish|early|whether|can|see|to|did|will
481,reported_speech,The club plans to organize another charity event this semester.,I,4,the new policy,3,this semester.,need to know whether will affect us,rather|will|whether|to|need|affect|when|know|us
482,indirect_question,That jazz concert last Friday was really amazing.,Can you,3,the lecture hall,3,today?,figure out why was so crowded,crowded|out|was|figure|so|why|can|actually
483,suggestion,What did the teacher mean during class?,We,3,community groups,3,right now.,should ask which need more volunteers,already|ask|volunteers|should|how|more|need|which
484,reported_speech,My next project will be a documentary film about an influential leader.,The advisor,3,my research topic,3,.,asked me how had changed recently,me|already|changed|how|rather|had|recently|asked
485,indirect_question,I saw a few complaints about problems with the payment page.,Do you,2,the travel fair,2,?,remember when opens tomorrow,they|was|opens|when|remember|tomorrow
486,statement,Didn't you tell me you lost that document?,I,4,the restaurant,2,last week.,was glad to hear finally reopened,reopened|they|probably|to|was|glad|finally|hear
487,indirect_question,I saw a few complaints about problems with the payment page.,Could you,3,seminar session,4,?,tell me which was the most popular,the|tell|which|me|quite|was|already|most|popular
488,statement,Have you bought any of Zyon Incorporated's stock?,They,4,the website,2,.,still haven't explained why crashed yesterday,still|why|haven't|explained|already|will|yesterday|crashed
489,indirect_question,My next project will be a documentary film about an influential leader.,Have you,2,the documentary,2,?,decided how will begin,will|they|how|decided|actually|begin
490,reported_speech,Our professor recommended a few good sources for the paper.,The manager,4,our team,3,today.,wants to see whether can finish early,whether|are|early|wants|finish|see|can|to|still
491,reported_speech,The job fair will include several companies from overseas.,I,4,the new policy,3,this semester.,need to know whether will affect us,need|affect|quite|know|to|whether|will|us|you
492,indirect_question,The club plans to organize another charity event this semester.,Can you,3,the lecture hall,3,today?,figure out why was so crowded,so|crowded|really|are|was|figure|why|out
493,suggestion,The manager asked everyone to arrive a little earlier tomorrow.,We,3,community groups,3,right now.,should ask which need more volunteers,need|more|rather|did|ask|which|volunteers|should
494,reported_speech,The manager asked everyone to arrive a little earlier tomorrow.,The advisor,3,my research topic,3,.,asked me how had changed recently,asked|already|changed|me|recently|can|had|how
495,indirect_question,I saw a few complaints about problems with the payment page.,Do you,2,the travel fair,2,?,remember when opens tomorrow,why|opens|remember|it|tomorrow|when
496,statement,Why did you move to this neighborhood?,I,4,the restaurant,2,last week.,was glad to hear finally reopened,reopened|just|was|to|finally|glad|actually|hear
497,indirect_question,That jazz concert last Friday was really amazing.,Could you,3,seminar session,4,?,tell me which was the most popular,most|which|me|was|know|the|popular|tell|already
498,statement,I heard the museum will extend its hours during the festival.,They,4,the website,2,.,still haven't explained why crashed yesterday,you|yesterday|still|why|explained|crashed|haven't|always
499,indirect_question,We should check out that new restaurant this afternoon.,Have you,2,the documentary,2,?,decided how will begin,did|how|will|decided|are|begin
500,reported_speech,The travel fair had several booths about study-abroad programs.,The manager,4,our team,3,today.,wants to see whether can finish early,how|early|to|whether|can|finish|wants|know|see
